song,sample_rate,duration,magnitude_spectrogram,max_amplitude,min_amplitude,mean_amplitude,tempo,beats,pulse_clarity,avg_spectral_centroids,avg_spectral_bandwidth,avg_spectral_flux,avg_rms_energy,loudness,key,scale,strength
set1_110.mp3,22050,15.04077097505669,"[[1.17047195e+01 6.00071311e-01 9.68273067e+00 ... 1.29263416e-01
  6.81704223e-01 3.07885677e-01]
 [1.49697456e+01 2.28784637e+01 1.78977394e+01 ... 1.54363573e+00
  7.62362301e-01 6.09243214e-01]
 [1.96908493e+01 4.34539719e+01 3.05295181e+01 ... 7.67696333e+00
  5.18431997e+00 3.03559613e+00]
 ...
 [1.34283167e-04 6.55637414e-05 3.16694195e-06 ... 5.09565652e-08
  6.04941420e-07 1.19934302e-05]
 [1.32115340e-04 6.94346527e-05 1.45963008e-06 ... 5.88853482e-08
  1.04371246e-07 1.18008074e-05]
 [1.33213965e-04 7.06516294e-05 1.66181053e-06 ... 4.17103053e-07
  3.16159714e-07 1.14961422e-05]]",0.70431304,-0.6259036,-4.5189874e-05,99.38401442307692,"[ 0.6501587  1.3467573  1.9736961  2.6006348  3.2275736  3.8429024
  4.469841   5.09678    5.7121086  6.3274374  6.954376   7.569705
  8.173424   8.800363   9.392471   9.99619   10.611519  11.215238
 11.818956  12.422675  13.014785  13.630114  14.222222  14.814331 ]",1.216249,1934.8448927075772,2305.2480016242025,52.30076,0.12731317,518.676513671875,D,minor,0.8521803617477417
set1_071.mp3,22050,12.317823129251702,"[[2.7216289e-05 1.4645833e-04 1.1734550e-04 ... 1.5205824e-03
  1.6754545e-02 2.5337806e-03]
 [4.9854330e-05 1.8800182e-04 1.2480484e-04 ... 7.6125063e-02
  1.5177089e-02 2.3030548e-03]
 [6.2304498e-05 2.7032947e-04 2.8020129e-04 ... 1.2903747e-01
  3.0754715e-02 1.4397267e-03]
 ...
 [1.5247210e-06 7.7385039e-07 3.1912128e-09 ... 6.0664327e-08
  2.7509193e-08 1.1493154e-08]
 [1.5174849e-06 7.6586957e-07 2.2304723e-09 ... 1.7645460e-08
  3.6750421e-08 1.1488382e-08]
 [1.5191193e-06 7.6296851e-07 1.9731365e-09 ... 1.4399055e-08
  4.6031523e-08 1.1699142e-08]]",0.08399411,-0.08660366,-9.186992e-07,123.046875,"[ 0.52244896  1.056508    1.5905669   2.124626    2.6238549   3.1114738
  3.587483    4.075102    4.562721    5.05034     5.561179    6.025578
  6.4899774   6.942766    7.4071655   7.8715644   8.301134    8.730702
  9.160272    9.589841   10.01941    10.448979   10.878549   11.308118
 11.737687  ]",0.9487524,1439.9668017583658,1800.7532350003746,2.3958771,0.0122187445,24.952341079711914,C,minor,0.8559907078742981
set1_098.mp3,22050,15.060680272108844,"[[5.0670891e+00 6.7034644e-01 3.8766541e+00 ... 4.8635998e-01
  3.2094806e-01 2.4997525e-01]
 [6.0463529e+00 1.1685027e+01 1.1673219e+01 ... 1.8969612e+00
  7.2899169e-01 2.5714242e-01]
 [8.1956606e+00 2.2496090e+01 2.0380774e+01 ... 1.1030245e+00
  1.2853936e+00 2.0944577e-01]
 ...
 [1.8801454e-04 9.8001852e-05 1.3569773e-07 ... 1.7383373e-07
  1.8037404e-07 8.4383792e-08]
 [1.8673584e-04 9.7050310e-05 1.9164550e-07 ... 8.4825317e-08
  1.2951429e-07 5.1275212e-08]
 [1.8629701e-04 9.6820673e-05 2.2727608e-07 ... 1.3025967e-08
  1.0469253e-07 2.2770346e-08]]",0.40086663,-0.46903774,1.20657e-05,161.4990234375,"[ 0.44117913  0.8939682   1.3583673   1.8343763   2.3103855   2.7747846
  3.2043536   3.587483    3.9706123   4.376961    4.8297505   5.3057594
  5.770159    6.3158274   6.8614964   7.4071655   7.9296145   8.463674
  8.997732    9.531791   10.07746    10.634739   11.203628   11.749297
 12.306576   12.852244   13.397914   13.978413   14.524081  ]",0.42581967,520.391404103496,941.4157014999809,37.532894,0.09332249,352.4375915527344,C#,major,0.592411994934082
set1_076.mp3,22050,15.039501133786848,"[[9.7368822e-02 2.2711429e-01 2.1007079e-01 ... 4.4893999e-02
  2.9289254e-03 2.7795665e-03]
 [9.9714942e-02 1.7801261e-01 2.7231473e-01 ... 9.1054536e-02
  4.0544994e-02 1.2291593e-02]
 [1.0614016e-01 3.0413738e-01 5.9463161e-01 ... 1.4158975e-01
  8.8997997e-02 2.0715591e-02]
 ...
 [1.1956713e-06 5.8806921e-07 2.9260583e-08 ... 2.8080368e-08
  4.3790553e-08 4.8044529e-07]
 [1.1734039e-06 5.6157342e-07 1.6935768e-08 ... 2.1846549e-08
  4.6661391e-08 4.7320100e-07]
 [1.1854887e-06 5.3990624e-07 2.3219819e-08 ... 5.7744032e-09
  4.5454264e-08 4.5478322e-07]]",0.15820616,-0.16012898,7.4993716e-07,107.666015625,"[ 0.5688889  1.1609977  1.7414966  2.3219955  2.9024942  3.4829931
  4.063492   4.620771   5.1780496  5.7469387  6.3042173  6.8614964
  7.4303856  7.987664   8.544943   9.090612   9.636281  10.15873
 10.750839  11.331338  11.923447  12.5619955 13.154104  13.781043
 14.407982 ]",0.9581879,1522.8675357249303,1851.9561488564834,4.11575,0.01772153,47.97384262084961,C,major,0.7392499446868896
set1_103.mp3,22050,15.112925170068028,"[[1.78865001e-01 7.41851330e-01 2.54180133e-01 ... 2.76701868e-01
  2.68859509e-02 1.57490879e-01]
 [1.13407649e-01 1.07234013e+00 1.63344598e+00 ... 3.31164777e-01
  2.84285635e-01 1.48137197e-01]
 [3.54938567e-01 1.73380482e+00 2.84376979e+00 ... 2.89426476e-01
  4.64937896e-01 1.14328146e-01]
 ...
 [4.70009290e-05 2.39983383e-05 1.54584811e-07 ... 3.77250657e-08
  1.69217927e-07 5.35611022e-08]
 [4.68755497e-05 2.40939771e-05 4.68929962e-08 ... 1.59665078e-07
  9.55558050e-08 6.13458013e-08]
 [4.69692932e-05 2.39428173e-05 5.43555529e-08 ... 2.89849282e-08
  3.12033137e-08 5.63473286e-08]]",0.552212,-0.5092722,2.1847795e-06,117.45383522727273,"[ 0.499229   1.0681179  1.6486168  2.2175057  2.7167346  3.2275736
  3.7384126  4.249252   4.760091   5.2477098  5.7353287  6.2461677
  6.7337866  7.221406   7.732245   8.219864   8.730702   9.218322
  9.729161  10.21678   10.727619  11.215238  11.726077  12.236916
 12.724535  13.212154  13.722993  14.233832  14.721451 ]",1.7256994,2353.222882068234,2349.357554482339,26.994616,0.07435984,259.48394775390625,C,major,0.6459299921989441
set1_088.mp3,22050,13.72843537414966,"[[3.3897904e-01 1.8075278e-01 4.4671866e-01 ... 1.7111449e-02
  4.5829481e-03 9.3232910e-04]
 [3.2671079e-01 5.9040308e-01 6.3581628e-01 ... 7.6794922e-02
  2.2895422e-02 6.5729357e-03]
 [2.6973766e-01 6.7276853e-01 4.6207294e-01 ... 1.2290377e-01
  4.9432669e-02 9.1459071e-03]
 ...
 [1.9636097e-06 1.0215174e-06 3.2342289e-08 ... 1.7033477e-08
  1.1888335e-08 4.9294314e-08]
 [1.9211557e-06 9.9933652e-07 1.6096010e-08 ... 2.6092465e-08
  2.2370543e-08 8.2033802e-09]
 [1.9509989e-06 9.8872124e-07 9.7939186e-09 ... 2.7422711e-08
  1.9103320e-08 5.0216379e-08]]",0.12108669,-0.119638875,-2.3453941e-07,83.35433467741936,"[ 0.74303854  1.509297    2.3219955   3.1230838   3.9357822   4.6672106
  5.387029    6.095238    6.7453966   7.453605    8.231474    8.939682
  9.671111   10.379319   11.087528   11.842176   12.573606   13.281814  ]",0.7615539,1535.531913053543,1748.738869152632,3.440266,0.014377991,30.442934036254883,F,minor,0.7982017397880554
set1_129.mp3,22050,15.036462585034014,"[[1.19664446e-01 5.51418178e-02 9.88130644e-03 ... 3.70027944e-02
  1.94694161e-01 1.01309307e-01]
 [1.36399776e-01 2.86977440e-01 2.69617468e-01 ... 2.56145298e-01
  2.04581782e-01 8.49940479e-02]
 [2.02229157e-01 7.30062127e-01 9.06570852e-01 ... 1.28900170e-01
  6.76844239e-01 4.45246041e-01]
 ...
 [1.18831507e-04 5.75773411e-05 9.34471245e-07 ... 5.64185036e-08
  1.04123490e-06 7.46711976e-06]
 [1.18222073e-04 5.63347021e-05 7.89936166e-07 ... 2.17450207e-07
  1.13073111e-06 7.47198874e-06]
 [1.18131269e-04 5.54027247e-05 8.08148855e-07 ... 4.31368319e-09
  1.24138364e-06 7.66471658e-06]]",0.46691942,-0.5502922,-8.101992e-07,117.45383522727273,"[ 0.52244896  1.056508    1.6021768   2.1478457   2.7167346   3.2740135
  3.8429024   4.4001813   4.9342403   5.4566894   5.9791384   6.5015874
  7.0124264   7.5232654   8.057324    8.579773    9.102222    9.613061
 10.13551    10.646349   11.168798   11.691247   12.225306   12.759365
 13.281814   13.804263   14.326712   14.860771  ]",0.79708767,1422.5087804324291,1902.68525424174,29.515976,0.08731726,340.0393981933594,D,major,0.9473579525947571
set1_048.mp3,22050,15.060680272108844,"[[3.60322855e-02 9.26887691e-02 7.27962106e-02 ... 3.06819603e-02
  3.75616215e-02 2.15679090e-02]
 [2.04384886e-02 1.39071092e-01 2.48809025e-01 ... 1.18294768e-01
  8.19846168e-02 2.39714999e-02]
 [3.19429524e-02 2.11169809e-01 3.54148299e-01 ... 1.96549729e-01
  1.15305193e-01 2.15625074e-02]
 ...
 [3.89475281e-05 1.94370168e-05 1.00747002e-07 ... 2.64711044e-08
  1.84951805e-08 2.13828653e-08]
 [3.89464440e-05 1.93426622e-05 1.30657853e-07 ... 2.52802757e-08
  1.33153959e-08 1.21825776e-08]
 [3.89521920e-05 1.94863205e-05 1.38792245e-07 ... 1.12894245e-08
  6.46609710e-10 2.55909640e-08]]",0.2887386,-0.2824916,-1.9636377e-06,161.4990234375,"[ 0.37151927  0.7894784   1.2190475   1.6486168   2.066576    2.4845352
  2.9024942   3.3204534   3.7151928   4.109932    4.504671    4.8994102
  5.2941494   5.677279    6.037188    6.3854876   6.7570066   7.116916
  7.476825    7.8483443   8.219864    8.591383    8.962902    9.357641
  9.74077    10.1239     10.50703    10.890159   11.261678   11.656417
 12.051156   12.445895   12.840634   13.246984   13.641723   14.024853
 14.419592   14.814331  ]",0.37870613,865.6640348689808,1276.200051514656,6.8407373,0.03482801,110.57891082763672,C#,minor,0.8172047734260559
set1_028.mp3,22050,15.16390022675737,"[[5.1113456e-01 1.9777416e-01 1.0298936e-01 ... 2.1980692e-02
  2.2560596e-02 3.8141708e-03]
 [5.0596249e-01 2.7674830e-01 2.3643220e-02 ... 5.3591274e-02
  1.7932108e-02 2.7957726e-02]
 [5.0017422e-01 2.1509175e-01 6.9565274e-02 ... 1.7438032e-01
  1.1914096e-01 8.9285783e-02]
 ...
 [8.9045963e-05 5.4100004e-05 4.5596499e-07 ... 9.5666541e-09
  1.3337220e-06 2.7346293e-06]
 [8.0474223e-05 5.0846891e-05 1.8720235e-07 ... 3.6357221e-08
  1.3603118e-06 2.6707712e-06]
 [7.7352357e-05 4.9499420e-05 1.8077716e-07 ... 1.3881782e-08
  1.3691149e-06 2.7041669e-06]]",0.38449633,-0.34851176,1.8911485e-06,92.28515625,"[ 0.6501587  1.3119274  1.9620861  2.635465   3.3320634  4.017052
  4.7020407  5.3754196  6.025578   6.710567   7.3723354  8.045714
  8.707483   9.357641  10.04263   10.692789  11.377777  12.062766
 12.759365  13.421134  14.082902  14.733061 ]",0.2424834,1479.4438092504865,1710.2496778870945,19.151743,0.06877665,246.72268676757812,F,minor,0.7712486982345581
set1_003.mp3,22050,14.965668934240362,"[[1.3944027e-02 5.3141750e-03 4.7162879e-04 ... 9.3756586e-02
  8.7895840e-02 7.9911068e-02]
 [1.3132650e-02 1.5175394e-02 1.1938280e-02 ... 1.3094258e-01
  5.0324094e-02 9.2097811e-02]
 [8.5623125e-03 1.4517906e-02 2.1210978e-02 ... 2.7160552e-01
  1.6901371e-01 1.1335934e-01]
 ...
 [2.0388115e-05 9.8972241e-06 7.7150206e-09 ... 2.4145937e-08
  1.8360996e-07 1.0037006e-06]
 [2.0374962e-05 9.8885330e-06 1.4354145e-09 ... 2.3736684e-08
  1.6433727e-07 1.0009135e-06]
 [2.0361564e-05 9.8870696e-06 1.4724879e-09 ... 1.6754434e-08
  1.6696966e-07 1.0090934e-06]]",0.5586989,-0.4879341,-1.0081765e-06,107.666015625,"[ 0.5340589  1.0913378  1.6486168  2.2175057  2.7863946  3.3552835
  3.9125624  4.469841   5.02712    5.596009   6.164898   6.7221766
  7.2794557  7.8483443  8.417233   8.974512   9.543401  10.11229
 10.681179  11.250068  11.818956  12.387846  12.945125  13.514013
 14.071292  14.651792 ]",1.0214891,1014.5468182308138,1229.9472303134721,25.73824,0.08102992,306.39862060546875,Bb,major,0.9343104958534241
